filename,season,designer,colors,silhouette,garments,fabrics,patterns,aesthetic
Valentino-Spring-Summer-2026-Fashion05.webp,ss_2026,Valentino,"cobalt blue, gray, bronze","tailored, elongated, high-waisted","button-up blouse, pinstriped trousers, loafers","cotton, wool blend, leather",vertical pinstripe,"minimalist, sophisticated, contemporary business wear"
Valentino-Spring-Summer-2026-Fashion13.webp,ss_2026,Valentino,"black, charcoal, nude, silver",flowing asymmetrical draped midi dress,"camisole dress, layered sheer overlay, studded embellished panels","silk, chiffon, tulle, lace trim",studded geometric wave pattern,"gothic romantic, ethereal elegance, high fashion couture"
Valentino-Spring-Summer-2026-Fashion44.webp,ss_2026,Valentino,"cream, champagne, nude, silver",flowing maxi dress with draped chain details,"sleeveless maxi dress, chain embellishment, statement necklace","silk, chiffon, metal chains",geometric chain lattice pattern,"luxury evening wear, avant-garde glamour, minimalist elegance with dramatic embellishment"
Valentino-Spring-Summer-2026-Fashion68.webp,ss_2026,Valentino,"cream, blue, black",fitted and streamlined,"ribbed knit sweater, wide-leg trousers, statement cuff bracelets","ribbed knit, wool blend, metal",vertical stripes,"minimalist chic, contemporary luxury"
Valentino-Spring-Summer-2026-Fashion29.webp,ss_2026,Valentino,"pale blue, taupe, coral red, royal blue","relaxed, flowing","button-up shirt, sparkly tank top, wide-leg trousers, small structured handbag","linen, sequined knit, wool blend, leather",solid,"contemporary luxury, androgynous minimalism with statement details"
Valentino-Spring-Summer-2026-Fashion28.webp,ss_2026,Valentino,"yellow, black, purple, white",cropped top with midi skirt,"floral blouse, velvet skirt, bow tie, black heels","jacquard, velvet, silk",floral jacquard,luxe romantic with vintage influences
Valentino-Spring-Summer-2026-Fashion69.webp,ss_2026,Valentino,"yellow, purple, pink",structured and tailored with defined waist,"button-up blouse, pencil skirt, lace-up boots","cotton, corduroy, suede",none,"bold color-blocking, 1980s-inspired, modern minimalism"
Valentino-Spring-Summer-2026-Fashion45.webp,ss_2026,Valentino,"cream, white, yellow, black",fitted and structured,"polka dot cape, white blouse, yellow pencil skirt, black bow tie","chiffon, silk, cotton",polka dots,modern luxury with vintage-inspired elements
Valentino-Spring-Summer-2026-Fashion12.webp,ss_2026,Valentino,"purple, lavender, gold, burgundy, lime green",flowing and asymmetrical,"draped shawl, embellished midi dress, slide sandals","silk chiffon, beaded mesh, sequined material",floral embellishment with gold and multicolor beads,modern luxury evening wear with classical drapery elements
Valentino-Spring-Summer-2026-Fashion04.webp,ss_2026,Valentino,"gray, pink, gold, black","tailored, straight-leg with cropped oversized shirt","gray button-up shirt, pink tailored trousers, gold chain necklace pendant, loafers","cotton, wool blend, metallic",none,"modern minimalist, gender-neutral fashion, contemporary luxury"
Valentino-Spring-Summer-2026-Fashion53.webp,ss_2026,Valentino,"sage green, brown, black","relaxed, flowing","draped blouse, wide-leg trousers, platform shoes","silk, wool, leather",none,"minimalist, contemporary, androgynous"
Valentino-Spring-Summer-2026-Fashion24.webp,ss_2026,Valentino,"black, white, red","A-line, tiered, cape-like","pleated cape dress, platform heels","pleated wool, silk",none,"haute couture, gothic-inspired, elegant minimalism"
Valentino-Spring-Summer-2026-Fashion73.webp,ss_2026,Valentino,"blush pink, olive yellow, black",asymmetrical draped,"draped blouse, asymmetrical skirt, black knee-high boots","silk, crepe, matte jersey",none,"contemporary luxury, minimalist elegance"
Valentino-Spring-Summer-2026-Fashion65.webp,ss_2026,Valentino,"gold, beige, tan",bodycon maxi,"long sleeve bodysuit, maxi dress","knit, ribbed knit, mesh",none,"minimalist luxury, contemporary, elegant"
Valentino-Spring-Summer-2026-Fashion32.webp,ss_2026,Valentino,"pink, black, gold",oversized double-breasted blazer with fitted black trousers,"double-breasted blazer, black trousers, loafers, clutch","silk, wool, leather",none,"contemporary luxury, modern tailored, androgynous chic"
Valentino-Spring-Summer-2026-Fashion49.webp,ss_2026,Valentino,"silver, black, gold",cropped top with high-waisted wide-leg trousers,"sequined shirt, wide-leg trousers, platform shoes, gold ornamental brooch","sequin, wool, leather",none,"luxury avant-garde, contemporary high fashion"
Valentino-Spring-Summer-2026-Fashion08.webp,ss_2026,Valentino,"gray, gold, black",oversized double-breasted suit with relaxed fit,"double-breasted blazer, wide-leg trousers, platform loafers, statement necklace","wool, leather",none,"luxury minimalism with maximalist accessories, contemporary tailoring"
Valentino-Spring-Summer-2026-Fashion54.webp,ss_2026,Valentino,"gray, black, white, light blue",tailored and structured,"pinstriped blazer, white collared shirt, light wash jeans, black loafers","wool blend, cotton, denim, leather",pinstripe,smart casual luxury
Valentino-Spring-Summer-2026-Fashion03.webp,ss_2026,Valentino,"black, white, cream","fitted, tapered","zip-up jacket, dress pants, loafers","cotton blend, wool, leather",horizontal stripes with geometric bone motif,"contemporary avant-garde, high fashion, luxury streetwear"
Valentino-Spring-Summer-2026-Fashion15.webp,ss_2026,Valentino,"yellow, burgundy, lavender, black, gold",oversized blazer with elongated cut,"embellished blazer, wide-leg trousers, chain shoulder bag","sequined textile, wool, metal chain",floral sequin embellishment,"haute couture, luxury streetwear, contemporary high fashion"
Valentino-Spring-Summer-2026-Fashion42.webp,ss_2026,Valentino,"electric purple, gold, teal",long coat dress with front slit,"long coat dress, statement earrings, heeled shoes","wool, metal",none,modern minimalist luxury
Valentino-Spring-Summer-2026-Fashion39.webp,ss_2026,Valentino,"nude, black, gold, silver","form-fitting, asymmetrical wraparound with flowing train","sheer gown, embellished wrap, studded choker, heeled sandals","tulle, silk chiffon, mesh, crystal embellishments",none,"haute couture, avant-garde, ethereal glamour"
Valentino-Spring-Summer-2026-Fashion78.webp,ss_2026,Valentino,"red, black","draped, flowing, asymmetrical","long-sleeve wrap dress, black heels","silk, jersey",none,"modern minimalist, elegant, contemporary haute couture"
Valentino-Spring-Summer-2026-Fashion58.webp,ss_2026,Valentino,"gray, white, black, burgundy","tailored, oversized suit with elongated proportions","pinstriped blazer, pinstriped trousers, dress shirt, striped tie, platform loafers, structured shoulder bag","wool suiting, cotton blend, silk, leather",vertical pinstripes,"androgynous, preppy, high fashion, Y2K-inspired luxury"
Valentino-Spring-Summer-2026-Fashion19.webp,ss_2026,Valentino,"cream, white, gray, red","tailored, straight-leg, androgynous","embellished blouse, dress pants, platform shoes","lace, wool blend, leather","floral embroidery, pinstripe","avant-garde, haute couture, modern elegance"
Valentino-Spring-Summer-2026-Fashion35.webp,ss_2026,Valentino,"navy blue, gold, skin tone","form-fitting, floor-length gown with dramatic train","long-sleeved lace gown, floor-length dress with train","lace, sheer mesh, delicate embroidery",floral lace overlay,"haute couture, luxury, romantic elegance, modern minimalism"
Valentino-Spring-Summer-2026-Fashion62.webp,ss_2026,Valentino,"cream, white, red",fitted and tailored,"lace blouse, pencil skirt, black sandals","silk, lace, velvet",lace detailing,classic elegance with vintage-inspired details
Valentino-Spring-Summer-2026-Fashion74.webp,ss_2026,Valentino,"gold, silver, cream, green","straight, midi-length wrap dress with long sleeves","metallic dress, long-sleeved wrap dress","lamé, lurex, metallic silk blend",abstract brushstroke or watercolor effect,luxury minimalist with art-inspired metallics
Valentino-Spring-Summer-2026-Fashion23.webp,ss_2026,Valentino,"cream, ivory, burgundy, mauve",fitted and tapered,"embellished jacket, straight-leg trousers, black slide sandals","tweed, wool blend, crepe",floral embroidery,"luxury high fashion, contemporary elegant"
Valentino-Spring-Summer-2026-Fashion22.webp,ss_2026,Valentino,"cream, black, gold",oversized double-breasted blazer with straight-leg trousers,"double-breasted blazer, black trousers, black loafers, black tie, metallic clutch","textured cotton blend, wool suiting, leather",micro dot texture on blazer,modern luxury tailoring with androgynous sensibility
Valentino-Spring-Summer-2026-Fashion75.webp,ss_2026,Valentino,"orange, black, light blue, tan",fitted top with straight-leg jeans,"ribbed short-sleeve blouse, light-wash jeans, chain-handle shoulder bag, black slide sandals","ribbed knit, denim, suede or leather",none,contemporary casual luxury
Valentino-Spring-Summer-2026-Fashion63.webp,ss_2026,Valentino,"cream, black, brown",tailored blazer dress with structured shoulders,"blazer dress, black bow tie, black shoulder bag, black tights, brown platform heels","wool blend, silk, leather, nylon",none,"minimalist luxury, Parisian chic, modern elegance"
Valentino-Spring-Summer-2026-Fashion34.webp,ss_2026,Valentino,"coral red, black, white",contrast crop and pencil skirt,"ruffled blouse, pencil skirt, platform heels","chiffon, velvet, leather",none,modern luxury with dramatic ruffles
Valentino-Spring-Summer-2026-Fashion18.webp,ss_2026,Valentino,"black, brown, silver",relaxed tailored,"sheer blouse, wide-leg trousers, loafers","silk chiffon, wool, leather",none,androgynous luxury minimalism
Valentino-Spring-Summer-2026-Fashion59.webp,ss_2026,Valentino,"black, gold, periwinkle blue",fitted and tailored,"sequined blazer, wide-leg trousers, collared shirt","sequin, satin, silk",polka dot,glamorous evening wear with androgynous tailoring
Valentino-Spring-Summer-2026-Fashion79.webp,ss_2026,Valentino,"black, white, cream",dramatic floor-length gown with deep V-neckline and flowing panels,"long-sleeve gown, white collar detail, flowing cape elements","silk, crepe, flowing jersey",none,"haute couture, elegant minimalism, modern luxury"
Valentino-Spring-Summer-2026-Fashion80.webp,ss_2026,Valentino,"silver, gold, nude","long, fitted, column silhouette with draped elements","sequined jacket, sequined skirt, gold chain belt, gold chain earrings","sequins, metal chain, silk",none,"glamorous, art deco inspired, luxury evening wear, 1970s disco influence"
Valentino-Spring-Summer-2026-Fashion38.webp,ss_2026,Valentino,"silver, gold, champagne, ivory",floor-length column gown with draped asymmetrical details,"sequined evening gown, plunging neckline dress","sequins, silk, beading, mesh",geometric beading and embroidered star motif,"high fashion editorial, glamorous evening wear, modern luxury"
Valentino-Spring-Summer-2026-Fashion43.webp,ss_2026,Valentino,"periwinkle blue, powder blue, navy blue","form-fitting, draped bodycon","long-sleeve midi dress, statement collar neckpiece","jersey knit, structured ruffle trim",ombre gradient,"contemporary luxury, minimalist elegance"
Valentino-Spring-Summer-2026-Fashion14.webp,ss_2026,Valentino,"lavender, purple, black","fitted, asymmetrical draped","draped dress, off-shoulder top, black sandals","velvet, silk, metallic",none,"contemporary luxury, elegant minimalism, high fashion"
Valentino-Spring-Summer-2026-Fashion02.webp,ss_2026,Valentino,"orange, black, olive green","structured, fitted top with voluminous skirt","polka dot blouse, ruched midi skirt, black bow tie, black clutch, black heeled pumps","silk or silk-like material, velvet, leather",polka dots,"vintage-inspired, romantic, 1970s-influenced contemporary fashion"
Valentino-Spring-Summer-2026-Fashion55.webp,ss_2026,Valentino,"white, black, cream",fitted and cropped top with midi lace skirt,"blouse with scalloped collar, lace pencil skirt, platform sandals","chiffon, lace, leather",floral lace,"elegant, romantic, modern vintage"
Valentino-Fall-Winter-2026-Fashion09.webp,fw_2026,Valentino,"charcoal gray, red, black, cream","oversized, flowing, maxi length","long coat, turtleneck sweater, shoulder bag","wool, knit, leather",none,"minimalist luxury, contemporary tailoring"
Valentino-Fall-Winter-2026-Fashion48.webp,fw_2026,Valentino,"charcoal gray, black, cream","oversized, relaxed, flowing","long cardigan coat, turtleneck, cropped pants, clutch bag","wool blend, knit, textured fabric",none,"minimalist modern, architectural, haute couture"
Valentino-Fall-Winter-2026-Fashion64.webp,fw_2026,Valentino,"black, nude, gold","slim, elongated","sheer lace blouse, tailored black trousers, platform shoes","lace, wool, leather",geometric lace detailing,"avant-garde, haute couture, androgynous elegance"
Valentino-Fall-Winter-2026-Fashion33.webp,fw_2026,Valentino,"terracotta, burgundy, pink, purple",oversized blazer with cinched waist and draped skirt,"plaid blazer, draped mini skirt, chunky chain necklace, shoulder bag, purple ankle boots, fur cuffs","wool plaid, pleated silk, fur, leather",plaid,"haute couture, luxe maximalism, contemporary high fashion"
Valentino-Fall-Winter-2026-Fashion25.webp,fw_2026,Valentino,"pink, burgundy, black, grey",fitted waist with flowing top,"long-sleeve blouse, wrap belt, pleated skirt, heeled sandals","crepe, silk, metallic",none,elegant minimalism with haute couture
Valentino-Fall-Winter-2026-Fashion72.webp,fw_2026,Valentino,"beige, taupe, rust, olive, gray","relaxed, slouchy, androgynous","floral print shirt, gray trousers, olive fanny pack, turtleneck collar","cotton, linen blend, wool, canvas",floral print,"contemporary avant-garde, deconstructed streetwear"
Valentino-Fall-Winter-2026-Fashion05.webp,fw_2026,Valentino,"blush pink, purple, mauve",form-fitting with draped elements,"long-sleeve blouse, ruched skirt, studded sandals","crepe, jersey, tulle",none,modern luxury with classical architecture influence
